FAMILIA;VHLO;CONDUCTOR;FAMILIA AVERIA;DEFICIENCIAS DETECTADAS;DESCRIPCIÓN AVERIA;FOTO;FECHA AVISO;FECHA DISTINTA AVISO;TURNO;Nº AVISO;AVISO CREADO SI / NO;ORIGEN AVISO;TIPO ORDEN
Baldeadoras alta presión;1641;GRANEROA;MOTOR;NO ARRANCA;1641-NO ARRANCA;;11/01/2026;;;6000823641;SI;P. PRINCIPES;
Motocarros;839;CEBRIANJ;FRENOS;TESTIGO FRENOS;839-NO FUNCIONA FRENO DE MANO;;11/01/2026;;;6000823661;SI;P. PRINCIPES;
Barr. medianas aspiración SIN pértiga;557;3090486;SISTEMA;CEPILLO;557.TN-CEPILLO CORTO;;11/01/2026;;;6000823604;SI;P. PRINCIPES;
Brigadas Cabina Doble;458;3090635;CARROCERIA;GOLPE / ROTURA / SINIESTRO;458-GUARDABARRO LEVANTADO POR LA IZQ;;11/01/2026;;;6000823625;SI;P. PRINCIPES;
Brigadas Cabina Simple;403;3090635;CARROCERIA;GOLPE / ROTURA / SINIESTRO;403-FALTA BARANDILLA TRASERA DCHA;;11/01/2026;;;6000823626;SI;P. PRINCIPES;
Barr. medianas aspiración CON pértiga;537;3090635;MOTOR;CORREA /CADENA;537-SUENA CORREA, NO AJUSTADA BIEN;;11/01/2026;;;6000823627;SI;P. PRINCIPES;
Barr. medianas aspiración SIN pértiga;553;3090635;SISTEMA;BOCA ASPIRACIÓN;553-PUERTA DE ACCESO A LA BOCA ROTA;;11/01/2026;;;6000823630;SI;P. PRINCIPES;
BARREDORA MEDIANA;1556;;MOTOR;FALLO MOTOR;FALLO MOTOR;;11/01/2026;;N;;NO;P. PRINCIPES;
BRIGADAS;1410;;CABINA;ESPEJO / RETROVISOR;CARCASA ESPEJO DRCHO ARRANCADO ;;11/01/2026;;N;;NO;P. PRINCIPES;
BARREDORA MEDIANA;1555;;MOTOR;FALLO MOTOR;LUZ ENCENDIDA FALLO MOTOR ;;11/01/2026;;N;;NO;P. PRINCIPES;
Hidrolimpiadores;758;PALACIOSI;CARROCERIA;FARO;758 PE FARO DELANTERO DCHO MATE;;11/01/2026;;M;6000823707;SI;P. ESTE;L06
Hidrolimpiadores;758;PALACIOSI;CARROCERIA;GOLPE / ROTURA / SINIESTRO;758 PE CAPOT SUELTO;;11/01/2026;;M;6000823706;SI;P. ESTE;L06
Hidrolimpiadores;755;PALACIOSI;MANTENIMIENTO;ITV;755-REVISAR PARA ITV;;11/01/2026;;M;6000823682;SI;P. ESTE;L06
Barredoras pequeñas aspiración;597;SANTOSE;MOTOR;NIVEL REFRIGERANTE;597P.E. NIVEL REFRIGERANTE;;11/01/2026;;M;6000823648;SI;P. ESTE;L06
Barr. medianas aspiración CON pértiga;541;SANTOSE;HIDRAULICA;PERDIDA DE HIDRÁULICO;541P.E.AUX. VH. P. DE HIDRAULICO;;11/01/2026;;M;6000823670;SI;P. ESTE;L06
Barr. medianas aspiración CON pértiga;541;SANTOSE;MOTOR;NO ARRANCA;541P.E.ABEDUL A P. ESTE;;11/01/2026;;M;6000823665;SI;P. ESTE;L06
Barr. medianas aspiración CON pértiga;541;SANTOSE;HIDRAULICA;PERDIDA DE HIDRÁULICO;541-PEVM- PERDIDA DE HIDRAULICO;;11/01/2026;;M;6000823662;SI;P. ESTE;L06
Brigadas Cabina Doble;453;SANTOSE;MOTOR;NO ARRANCA;453-PEVM-NO ARRANCA;;11/01/2026;;M;6000823675;SI;P. ESTE;L06
Brigadas Cabina Doble;450;3080575;LUCES;FARO;450 PE FARO DCHO AVERIADO;;11/01/2026;;M;6000823725;SI;P. ESTE;
Brigadas Cabina Simple;436;SANTOSE;MOTOR;PERDIDA GASOIL;436P.E. P. DE GASOIL;;11/01/2026;;M;6000823650;SI;P. ESTE;L06
Brigadas Cabina Simple;409;SANTOSE;MOTOR;NO ARRANCA;409P.E.NO ARRANCA;;11/01/2026;;M;6000823645;SI;P. ESTE;L06
Brigadas Cabina Simple;406;SANTOSE;MOTOR;NO ARRANCA;406-NO ARRANCA;;11/01/2026;;M;6000823663;SI;P. ESTE;L06
Barredoras pequeñas aspiración;1592;SANTOSE;SISTEMA;CEPILLO;1592P.E.CEPILLOS GASTADOS;;11/01/2026;;M;6000823647;SI;P. ESTE;L06
Barr. medianas aspiración SIN pértiga;1564;SANTOSE;MOTOR;NO ARRANCA;1564P.E.FLOR DE SALVIA A P. ESTE;;11/01/2026;;M;6000823668;SI;P. ESTE;L06
Barr. medianas aspiración SIN pértiga;1564;SANTOSE;HIDRAULICA;PERDIDA DE HIDRÁULICO;1564P.E.AUX. VH. P. DE HIDRAULICO;;11/01/2026;;M;6000823669;SI;P. ESTE;L06
Barr. medianas aspiración SIN pértiga;1564;DELAFUENTEFJ;LUCES;FALLO VARIAS LUCES;1564.TN-FALLO DE LUCES;;11/01/2026;;M;6000823613;SI;P. ESTE;L06
Barr. medianas aspiración SIN pértiga;1564;SANTOSE;HIDRAULICA;PERDIDA DE HIDRÁULICO;1564-PEVM-FUGA DE HIDRAULICO;;11/01/2026;;M;6000823667;SI;P. ESTE;L06
Barr. medianas aspiración SIN pértiga;1564;PALACIOSI;RUEDAS ;NEUMÁTICO PINCHADO / BAJO ;1564 PE RUEDA TRSRA EXT PINCHADA;;11/01/2026;;M;6000823687;SI;P. ESTE;L06
Barr. medianas aspiración SIN pértiga;1560;DELAFUENTEFJ;SISTEMA;CEPILLO;1560.TN-CEPILLO CORTO;;11/01/2026;;M;6000823612;SI;P. ESTE;L06
Barr. medianas aspiración SIN pértiga;1548;SANTOSE;SISTEMA;HUMECTACIÓN;1548-NO FUNCIONA HUMECTACION;;11/01/2026;;M;6000823644;SI;P. ESTE;L06
Barr. medianas aspiración SIN pértiga;1546;PALACIOSI;SISTEMA;CEPILLO;1546 PE ESTRIBO CEPILLO DCHOROTO;;11/01/2026;;M;6000823704;SI;P. ESTE;L06
Barr. medianas aspiración SIN pértiga;1546;PALACIOSI;SISTEMA;CEPILLO;1546 PE ESPEJO CEPILLO DCHO ROTO;;11/01/2026;;M;6000823685;SI;P. ESTE;L06
Barr. medianas aspiración SIN pértiga;1540;SANTOSE;SISTEMA;HUMECTACIÓN;1540. PIERDE AGUA.;;11/01/2026;;M;6000823649;SI;P. ESTE;L06
Barr. medianas aspiración SIN pértiga;1533;SANTOSE;HIDRAULICA;PERDIDA DE HIDRÁULICO;1533P.E.P. DE HIDRAULICO;;11/01/2026;;M;6000823646;SI;P. ESTE;L06
Barr. medianas aspiración SIN pértiga;1531;SANTOSE;CABINA;ESPEJO / RETROVISOR;1531P.E. ESPEJO DERCH. SUELTO;;11/01/2026;;M;6000823651;SI;P. ESTE;L05
Barr. medianas aspiración SIN pértiga;1531;DELAFUENTEFJ;SISTEMA;CEPILLO;1531.TN-CEPILLO CORTO;;11/01/2026;;M;6000823611;SI;P. ESTE;L06
;3690;MAURO;SISTEMA;FILTRO CAJA SUCIO;LIMPIEZA DE FILTRO Y CHICLE;;10/01/2026;;M;6000823454;SI;P. TORNEO;
;571;ESPINOSA;CABINA;ESPEJO / RETROVISOR;ESPEJO BORDILLERO IZQUIERDO SUELTO;;10/01/2026;;M;6000823493;SI;P. TORNEO;
;571;ESPINOSA;SISTEMA;TOMA DE FUERZA;EN MODO TRABAJO SE PARAN LOS CEPILLOS;;10/01/2026;;M;6000823494;SI;P. TORNEO;
;1562;MEJIAS;SISTEMA;CEPILLO;CAMBIO DE CEPILLO ;;10/01/2026;;T;6000823531;SI;P. TORNEO;
;1658;SALAS ;MOTOR;FALLO MOTOR;TESTIGO FALLO MOTOR ;;10/01/2026;;N;;NO;P. TORNEO;
;571;VANESA;CABINA;PUERTA;PUERTA COPILOTO NO ABRE BIEN ;;10/01/2026;;N;;NO;P. TORNEO;
;546;;SISTEMA;CARRETE / PERTIGA / PISTOLA;NO RECOGE CARRETE;;10/01/2026;;N;;NO;P. TORNEO;
;542;;SISTEMA;BOCA ASPIRACIÓN;LUZ ALUMBRADO  BOCA ASPIRACION NO FUNCIONA ;;10/01/2026;;N;;NO;P. TORNEO;
;1834;Mª REYES;CABINA;ESPEJO / RETROVISOR;ESPEJO RETROVISOR IZQUIERDO ;;10/01/2026;;M;6000823512;SI;P. TORNEO;
;599;11565;LUCES;LUZ CABINA;LUZ CABINA FUNDIDA ;;10/01/2026;;M;;NO;P. PRINCIPES;
;928;GUERRA ;CARROCERIA;CÁMARA;NO FUNCIONA CAMARA VIZUALIZACION ;;10/01/2026;;M;;NO;P. PRINCIPES;
;1852;;CARROCERIA;GOLPE / ROTURA / SINIESTRO;GOLPE PARTE DELANTERA ;;10/01/2026;;M;6000823085;SI;P. PRINCIPES;
;1538;;SISTEMA;HUMECTACIÓN;HUMECTACION ;;10/01/2026;;M;;NO;P. PRINCIPES;
Barr. medianas aspiración SIN pértiga;1553;DELAFUENTEFJ;SISTEMA;CEPILLO;1553.TN-AJUSTAR CEPILLOS;;10/01/2026;;;6000823435;SI;P. PRINCIPES;L06
Barr. medianas aspiración SIN pértiga;558;GRANEROA;SISTEMA;CEPILLO;558-CEPILLO GASTADO;;10/01/2026;;;6000823455;SI;P. PRINCIPES;L06
Brigadas Cabina Simple;1430;GRANEROA;RUEDAS ;NEUMÁTICO PINCHADO / BAJO ;1430 RUEDA TRASERA DRCHA. PINCHADA;;10/01/2026;;;6000823460;SI;P. PRINCIPES;L06
Barr. medianas aspiración SIN pértiga;1538;GRANEROA;MOTOR;NIVELES VARIOS;1538 PP REVISAR NIVELES;;10/01/2026;;;6000823463;SI;P. PRINCIPES;L10
Brigadas Cabina Simple;403;GRANEROA;;;403-PITA LA MARCHA ATRAS AL FRENAR;;10/01/2026;;;6000823458;SI;P. PRINCIPES;L06
Barr. medianas aspiración SIN pértiga;1551;GRANEROA;;;1551-FIJACION DEL FILTRO PORTON;;10/01/2026;;;6000823465;SI;P. PRINCIPES;L06
Brigadas Cabina Simple;463;GRANEROA;TRANSMISIÓN;CAJA DE CAMBIOS;463-NO ENTRA LA MARCHA ATRAS;;10/01/2026;;;6000823474;SI;P. PRINCIPES;L06
Hidrolimpiadores;752;GRANEROA;MANTENIMIENTO;ITV;ADM_752.REPARACION ITV NEGATIVA;;10/01/2026;;;6000823528;SI;P. PRINCIPES;L28
Barredoras pequeñas aspiración;1588;CEBRIANJ;HIDRAULICA;PERDIDA DE HIDRÁULICO;1588-PERDIDA HIDRAULICO CEPILLO(IMD SUR);;10/01/2026;;;6000823506;SI;P. SUR;L06
Barredoras pequeñas aspiración;581;CEBRIANJ;MOTOR;PERDIDA ACEITE MOTOR;581-FUGA ACEITE POR CEPILLO IZQUIERDO;;10/01/2026;;;6000823551;SI;P. PRINCIPES;L06
Barr. medianas aspiración SIN pértiga;1536;CEBRIANJ;;;1536-TIJERA DE CAJA ROTA;;10/01/2026;;;6000823556;SI;P. PRINCIPES;L06
Barr. medianas aspiración SIN pértiga;1151;CEBRIANJ;RUEDAS ;RUEDA GASTADA;1151-RUEDA TRASERA DERCHA PERDIDA CAUCHO;;10/01/2026;;;6000823483;SI;P. PRINCIPES;L06
Brigadas Cabina Simple;1410;CEBRIANJ;FRENOS;TESTIGO FRENOS;1410-LUZ FRENO DE MANO ENCENDIDA;;10/01/2026;;;6000823577;SI;P. PRINCIPES;L06
Barr. medianas aspiración SIN pértiga;558;GRANEROA;MOTOR;NIVEL REFRIGERANTE;558-REFRIJERANTE BAJO;;10/01/2026;;;6000823500;SI;P. PRINCIPES;L06
Barr. medianas aspiración SIN pértiga;1536;DELGADOR;SISTEMA;CEPILLO;1536-CEPILLO GASTADO Y ROTACION LENTA;;10/01/2026;;;6000823497;SI;P. PRINCIPES;L06
Barr. medianas aspiración SIN pértiga;1536;3090635;SISTEMA;CEPILLO;153-TESTIGO CUADRO CEPILLO TRIANGULO;;10/01/2026;;;6000823471;SI;P. PRINCIPES;
HIDROLIMPIADORES;746;;;;;;10/01/2026;;T;;NO;P. SAN PABLO;
Barr. medianas aspiración SIN pértiga;1540;SANTOSE;SISTEMA;CEPILLO;EL CEPILLO NO TOCA EL SUELO.;;10/01/2026;;M;6000823451;SI;P. ESTE;L06
Hidrolimpiadores;753;SANTOSE;CABINA;CERRADURA / LLAVE;753P.E. PUERTA LATERAL NO ABRE;;10/01/2026;;M;6000823490;SI;P. ESTE;L06
Barredoras pequeñas aspiración;597;DELAFUENTEFJ;SISTEMA;CEPILLO;597.TN-CEPILLOS CORTOS;;10/01/2026;;M;6000823437;SI;P. ESTE;L06
Barredoras pequeñas aspiración;575;SANTOSE;MANTENIMIENTO;ITV;575P.E. REVISAR PARA ITV;;10/01/2026;;M;6000823487;SI;P. ESTE;L06
Barr. medianas aspiración CON pértiga;540;SANTOSE;MOTOR;NO ARRANCA;540P.E. NO ARRANCA;;10/01/2026;;M;6000823475;SI;P. ESTE;L06
Barr. medianas aspiración CON pértiga;536;DELAFUENTEFJ;MOTOR;TESTIGO EN CUADRO;536.TN-TESTIGO EN CUADRO;;10/01/2026;;M;6000823434;SI;P. ESTE;L06
Brigadas Cabina Simple;462;SANTOSE;MOTOR;NO ARRANCA;462P.E. AUX. VH. NO ARRANCA;;10/01/2026;;M;6000823476;SI;P. ESTE;L06
Brigadas Cabina Simple;430;PALACIOSI;RUEDAS ;NEUMÁTICO PINCHADO / BAJO ;430 PE RUEDA GEMELA IZQ PINCHADA;;10/01/2026;;M;6000823554;SI;P. ESTE;L06
Barredoras pequeñas aspiración;1582;GRANEROA;SISTEMA;CEPILLO;1582 CEPILLOS GASTADOS;;10/01/2026;;M;6000823489;SI;P. ESTE;L06
Barr. medianas aspiración SIN pértiga;1566;PALACIOSI;SISTEMA;CIRCUITO AGUA;1566 PERDIDA AGUA TUBO LLENADO;;10/01/2026;;M;6000823535;SI;P. ESTE;L06
Barr. medianas aspiración SIN pértiga;1566;PALACIOSI;SISTEMA;HUMECTACIÓN;1566 PERDIDA AGUA TUBO HUCMENTACION;;10/01/2026;;M;6000823536;SI;P. ESTE;L06
Barr. medianas aspiración SIN pértiga;1564;SANTOSE;SISTEMA;CEPILLO;1564P.E.GOLPE EN CEPILLO DERCH.;;10/01/2026;;M;6000823478;SI;P. ESTE;L05
Barr. medianas aspiración SIN pértiga;1564;SANTOSE;SISTEMA;CEPILLO;1564-PEVM-CEPILLOS GASTADOS;;10/01/2026;;M;6000823470;SI;P. ESTE;L06
Barr. medianas aspiración SIN pértiga;1548;DELAFUENTEFJ;CABINA;;1548.TN-ASIDERO COPILOTO ARRANCADO;;10/01/2026;;M;6000823446;SI;P. ESTE;L06
Barr. medianas aspiración SIN pértiga;1540;RIVASJC;LUCES;FALLO VARIAS LUCES;1540 PE LUZ MARCHA ATRAS;;10/01/2026;;M;6000823555;SI;P. ESTE;L06
Barr. medianas aspiración SIN pértiga;1540;RIVASJC;CABINA;BOTONERA;1540 PE BOTON GALIBO ROTO;;10/01/2026;;M;6000823578;SI;P. ESTE;L06
Barr. medianas aspiración SIN pértiga;1533;DELAFUENTEFJ;SISTEMA;TURBINA ASPIRACIÓN;1533.TN-NO ASPIRA;;10/01/2026;;M;6000823436;SI;P. ESTE;L06
Barr. medianas aspiración SIN pértiga;1533;SANTOSE;RUEDAS ;NEUMÁTICO PINCHADO / BAJO ;1533-PEVM-RUEDA DELANTERA DERECHA;;10/01/2026;;M;6000823495;SI;P. ESTE;L06
Barr. medianas aspiración SIN pértiga;1533;SANTOSE;HIDRAULICA;PERDIDA DE HIDRÁULICO;1533-PEVM-RUED DELANTERA DERECHA FREANDA;;10/01/2026;;M;6000823507;SI;P. ESTE;L06
Barr. medianas aspiración SIN pértiga;1533;SANTOSE;MOTOR;NIVELES VARIOS;1533-PEVM-RELLENADO DE NIVELES;;10/01/2026;;M;6000823496;SI;P. ESTE;L06
Barr. medianas aspiración SIN pértiga;1533;SANTOSE;CABINA;LUNA / CRISTAL;1533-PEVM-LUNA DELANTERA RAJADA;;10/01/2026;;M;6000823498;SI;P. ESTE;L05
Brigadas Cabina Simple;1400;DELAFUENTEFJ;CABINA;LUNA / CRISTAL;1400.TN-CRISTAL CONDUCTOR ROTO;;10/01/2026;;M;6000823449;SI;P. ESTE;L06
Hidrolimpiadores;758;PALACIOSI;SISTEMA;CARRETE / PERTIGA / PISTOLA;0758. AVERIA CARRETE.;;10/01/2026;;M;6000823511;SI;P. ESTE;L06
Barredoras pequeñas aspiración;579;SANTOSE;MOTOR;NO ARRANCA;0579.NO ARRANCA...;;10/01/2026;;M;6000823509;SI;P. ESTE;L06
Barr. medianas aspiración CON pértiga;540;3090995;MOTOR;NO ARRANCA;0540. NO ARRANCA.;;10/01/2026;;M;6000823510;SI;P. ESTE;L06
Brigadas Cabina Simple;462;SANTOSE;MOTOR;BATERIA;0462. LA BATERIA, NO ARRANCA...;;10/01/2026;;M;6000823473;SI;P. ESTE;L06
Hidrolimpiadores;758;3090995;LUCES;PILOTO;0454. PILOTO IZQUIERDO NO FUNCIONA;;10/01/2026;;M;6000823513;SI;P. ESTE;L06
Hidrolimpiadores;758;3090995;MOTOR;TESTIGO EN CUADRO;0454. LUZ DE AVERIA.;;10/01/2026;;M;6000823514;SI;P. ESTE;L06
Brigadas Cabina Simple;438;PALACIOSI;LUCES;PILOTO;0438. PILOTO TRASERO DERECHO.;;10/01/2026;;M;6000823518;SI;P. ESTE;L06
Motocarros;832;;MOTOR;Embrague;832-PN EMBRAGUE EN MAL ESTADO;;10/01/2026;;M;6000823453;SI;P. NORTE;L06
Motocarros;832;;LUCES;Cruce;832-PN LUZ DE CURCE FUNDIDA;;10/01/2026;;M;6000823456;SI;P. NORTE;L06
Motocarros;832;;LUCES;Girofaro;832-PN GIRATORIO FUNDIDO;;10/01/2026;;M;6000823457;SI;P. NORTE;L06
Brigadas cabina simple;465;;RUEDAS ;Cubierta;465-PN RUEDA PINCHADA;;10/01/2026;;M;6000823515;SI;P. NORTE;L06
Barr. medianas aspiración SIN pértiga;1559;;CABINA;Luna/Cristal;1559-PN-LUNA DELANTERA ROTA;;10/01/2026;;M;6000823277;SI;P. NORTE;L06
Baldeadoras Alta Presión;1640;;LUCES;Intermitetes;1640-PN-INTERMITENTE LATERAL IZQ FUNDIDO;;10/01/2026;;M;6000823280;SI;P. NORTE;L06
Motocarros;1850;;MOTOR;Motor (general);1850-PN-NO ARRANCA Y HUELE A QUEMADO;;10/01/2026;;M;6000823342;SI;P. NORTE;L06
Baldeadoras Alta Presión;1640;;CABINA;Cabina/habitáculo;1640-PN-LUZ CABINA NO FUNCIONA;;10/01/2026;;M;6000823046;SI;P. NORTE;L06
Baldeadoras Alta Presión;1651;;SISTEMA;Carrete/Pértiga/Pistola;1651-PN-PISTOLA ROTA;;10/01/2026;;M;6000823057;SI;P. NORTE;L06
Baldeadoras Alta Presión;1651;;CABINA;Cuadro/Consola;1651-PN-TESTIGO ABS ENCENDIDO;;10/01/2026;;M;6000823067;SI;P. NORTE;L06
Hidrolimpiadores;1715;;RUEDAS ;Cubierta;1715-PN-RUEDA TRASERA IZQ VACIA;;10/01/2026;;M;6000823078;SI;P. NORTE;L06
Barredoras pequeñas aspiración;586;;MOTOR;Motor (general);586-PN SE HA PARADO Y NO HACE NADA;;10/01/2026;;M;6000823021;SI;P. NORTE;L06
Brigadas cabina simple;400;;MOTOR;Motor arranque;400-PN-NO ARRANCA;;10/01/2026;;M;6000822799;SI;P. NORTE;L06
Motocarros eléctricos;926;;FRENOS;Frenos;926-PN-LUZ DE FRENO DRCH NO FUNCIONA;;10/01/2026;;M;6000822809;SI;P. NORTE;L06
Turismos Supervisión Capataces;1070;;RUEDAS ;Cubierta;1070-PN RUEDA PINCHADA;;10/01/2026;;M;6000822832;SI;P. NORTE;L06
Hidrolimpiadores;1722;;LUCES;Gálibo;1722-PN-GÁLIBO NO FUNCIONA;;10/01/2026;;M;6000822813;SI;P. NORTE;L06
Motocarros eléctricos;1813;;MOTOR;Batería;1813-PN-NO TIENE CONTACTO;;10/01/2026;;M;6000822818;SI;P. NORTE;L06
BRIGADAS;433;GUERRA ;MOTOR;TESTIGO EN CUADRO;TESTIGO EDC ENCENDIDO;;09/01/2026;;M;6000824176;SI;P. PRINCIPES;L06
BALDEADORA ALTA PRES.;920;;CABINA;PUERTA;PUERTA DE CONDUCTOR NO CIERRA BIEN ;;09/01/2026;;M;;NO;P. PRINCIPES;L06
MOTOCARROS;819;;;;;;09/01/2026;;T;;NO;P. PRINCIPES;L06
BARREDORA MEDIANA;1582;MONIS;SISTEMA;BOCA ASPIRACIÓN;BOCA DE ASPIRACION BAJA ;;09/01/2026;;M;6000823356;SI;P. PRINCIPES;L06
BARREDORA MEDIANA;1555;ROBLESJL;SISTEMA;CEPILLO;1555.TN. CEPILLOS NO BAJAN.;;09/01/2026;;M;6000823218;SI;P. PRINCIPES;L06
BALDEADORA ALTA PRES.;1653;ROBLESJL;SISTEMA;CARRETE / PERTIGA / PISTOLA;1653.TN. PERDIDA AGUA PISTOLA.;;09/01/2026;;M;6000823219;SI;P. PRINCIPES;L06
BARREDORA MEDIANA;1582;ROMEROSA;MOTOR;NO ARRANCA;1582-PP. NO ARRANCA;;09/01/2026;;M;6000823243;SI;P. PRINCIPES;L06
BRIGADAS;458;ROMEROSA;LUCES;INTERMITENTE;458 INTERMITENTE TRASE DEREC FUNDIDO;;09/01/2026;;M;6000823235;SI;P. PRINCIPES;L06
MOTOCARROS;1820;ROMEROSA;MOTOR;BATERIA;REVISION BATERIAS;;09/01/2026;;M;6000823338;SI;P. PRINCIPES;L06
MOTOCARROS;1820;ROMEROSA;RUEDAS ;RUEDA GASTADA;RUEDA TRASERA DERECHA;;09/01/2026;;M;6000823349;SI;P. PRINCIPES;L05
TURISMOS / FURGONETAS;1022;ROMEROSA;RUEDAS ;NEUMÁTICO PINCHADO / BAJO ;1022-PP.RUEDA TRASERA DERECHA PINCHADA;;09/01/2026;;M;6000823319;SI;P. PRINCIPES;L05
BALDEADORA ALTA PRES.;1641;ROMEROSA;MOTOR;NO ARRANCA;1641 NO ARRANCA;;09/01/2026;;M;6000823240;SI;P. PRINCIPES;L06
BARREDORA MEDIANA;1534;ROMEROSA;MOTOR;LIMITADO DE VELOCIDAD;1534 DESPLAZA LENTO;;09/01/2026;;M;6000823278;SI;P. PRINCIPES;L06
BRIGADAS;463;ROMEROSA;CARROCERIA;GOLPE / ROTURA / SINIESTRO;463 GOLPE LATERAL IZQUIERDO;;09/01/2026;;M;6000823310;SI;P. PRINCIPES;L06
BALDEADORA ALTA PRES.;1641;ROMEROSA;SISTEMA;CARRETE / PERTIGA / PISTOLA;1641 RACO MANGUERA NO FUNCIONA;;09/01/2026;;M;6000823297;SI;P. PRINCIPES;L06
BARREDORA MEDIANA;587;ROMEROSA;SISTEMA;BOCA ASPIRACIÓN;587 NO ASPIRA;;09/01/2026;;M;6000823313;SI;P. PRINCIPES;L06
BRIGADAS;467;ROMEROSA;LUCES;GIRATORIO ;567-PP.GIRATORIO NO FUNCIONA;;09/01/2026;;M;6000823326;SI;P. PRINCIPES;L06
BRIGADAS;401;ROMEROSA;MANTENIMIENTO;ITV;PRE ITV;;09/01/2026;;M;6000823374;SI;P. PRINCIPES;L06
BRIGADAS;1411;DELGADOR;CABINA;LIMPIAPARABRISAS;LIMPIAPARABRISAS ROTOS;;09/01/2026;;M;6000823377;SI;P. PRINCIPES;L06
BARREDORA MEDIANA;1534;DELGADOR;;;1534 SENSOR TRASERO SUELTO;;09/01/2026;;M;6000823321;SI;P. PRINCIPES;L05
BALDEADORA ALTA PRES.;928;DELGADOR;LUCES;INTERMITENTE;928-PP.INTERMITENTES LADO IZQUIERDO NO;;09/01/2026;;M;6000823371;SI;P. PRINCIPES;L06
BARREDORA MEDIANA;583;GRANEROA;SISTEMA;RUEDA CARRO ASPIRASIÓN;583-PP.RUEDA CARRO TUBO ASPIRACION;;09/01/2026;;M;6000823351;SI;P. PRINCIPES;L06
BARREDORA MEDIANA;583;GRANEROA;SISTEMA;BOCA ASPIRACIÓN;583-PP.ABRIR AGUJERO MAS GRANDE EN EL;;09/01/2026;;M;6000823352;SI;P. PRINCIPES;L06
BARREDORA MEDIANA;572;GRANEROA;MOTOR;NO ARRANCA;572 NO DESPLAZA;;09/01/2026;;M;6000823346;SI;P. PRINCIPES;L06
MOTOCARROS;828;CEBRIANJ;SISTEMA;NO DESCARGA / NO BASCULA;828 NO BASCULA;;09/01/2026;;M;6000823324;SI;P. PRINCIPES;L06
BRIGADAS;458;GRANEROA;LUCES;GALIBO;458 LUZ GALIBO ROTA TRASERA;;09/01/2026;;M;6000823252;SI;P. PRINCIPES;L05
BALDEADORA ALTA PRES.;923;3090868;CABINA;ESPEJO / RETROVISOR;923 RETROVISOR DERECHO ROTO;;09/01/2026;;M;6000823244;SI;P. PRINCIPES;L06
BARREDORA MEDIANA;1553;3090868;CABINA;ASIENTO;1553 ASIENTO ROTO;;09/01/2026;;M;6000823245;SI;P. PRINCIPES;L06
BARREDORA MEDIANA;1553;3090868;CARROCERIA;GOLPE / ROTURA / SINIESTRO;1553 CARCASA PORTALON TRASERO ROTO;;09/01/2026;;M;6000823248;SI;P. PRINCIPES;L06
BARREDORA MEDIANA;557;3090868;SISTEMA;BOQUILLA HUMECTACIÓN;557 FALTA DIFUSOR DE AGUA DEL DEREC.;;09/01/2026;;M;6000823251;SI;P. PRINCIPES;L06
BRIGADAS;403;3090868;LUCES;INTERMITENTE;403 INTERMITENTE TRASERO DEREC MAL;;09/01/2026;;M;6000823253;SI;P. PRINCIPES;L06
BARREDORA MEDIANA;557;3090868;LUCES;FOCO TRABAJO ;557 LUZ BOCA TRABAJO NO FUNCIONA;;09/01/2026;;M;6000823257;SI;P. PRINCIPES;L06
MOTOCARROS;1843;3090868;CARROCERIA;GOLPE / ROTURA / SINIESTRO;1843 ROTA PATA ANCLAJE;;09/01/2026;;M;6000823260;SI;P. PRINCIPES;L06
BARREDORA MEDIANA;1551;3090868;CABINA;ASIENTO;1551 FALTA RULETA PARA REGULAR ASIENTO;;09/01/2026;;M;6000823268;SI;P. PRINCIPES;L06
BARREDORA MEDIANA;572;3090868;MOTOR;TESTIGO EN CUADRO;572 TESTIGO CHECK ENCENDIDO;;09/01/2026;;M;6000823273;SI;P. PRINCIPES;L06
HIDROLIMPIADORES;751;3090868;LUCES;GIRATORIO ;751 GIRATORIO GALIBO DELANTERO NO FUNC;;09/01/2026;;M;6000823275;SI;P. PRINCIPES;L06
BRIGADAS;463;3090868;LUCES;GALIBO;463 GALIBO TRASERO NO FUNCIONA;;09/01/2026;;M;6000823276;SI;P. PRINCIPES;L06
BARREDORA MEDIANA;549;J.E. MECANICO;SISTEMA;CARRETE / PERTIGA / PISTOLA;SIN PRESION EN PISTOLAS;;09/01/2026;;N;6000823201;SI;P. TORNEO;L06
BARREDORA MEDIANA;542;J.E. MECANICO;SISTEMA;CARRETE / PERTIGA / PISTOLA;SIN PRESION EN PISTOLAS;;09/01/2026;;N;6000823200;SI;P. TORNEO;L06
BARREDORA MEDIANA;549;J.E. MECANICO;LUCES;CRUCE / LARGA;FALLO LUCES;;09/01/2026;;N;6000823202;SI;P. TORNEO;L06
BALDEADORA;632;J.E. MECANICO;SISTEMA;CARRETE / PERTIGA / PISTOLA;GOMA CARRETE PICADA;;09/01/2026;;N;6000823203;SI;P. TORNEO;L06
BRIGADAS;1413;J.E. MECANICO;LUCES;CRUCE / LARGA;FALLO LUCES;;09/01/2026;;N;6000823204;SI;P. TORNEO;L06
BARREDORA MEDIANA;1563;J.E. MECANICO;LUCES;CRUCE / LARGA;FALLO LUCES;;09/01/2026;;N;6000823205;SI;P. TORNEO;L06
